City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
360,Rawson,AR,-43.3,-65.1,52.32,49,0,8.14,clear sky
361,Majene,ID,-3.54,118.97,78.33,83,57,9.89,broken clouds
362,Tuatapere,NZ,-46.13,167.68,45.0,72,13,11.01,few clouds
363,Bethel,US,41.37,-73.41,75.2,53,75,5.82,broken clouds
364,Ajaccio,FR,42.0,8.92,68.0,82,75,6.93,broken clouds
365,Batagay-Alyta,RU,67.8,130.41,43.5,79,98,7.34,overcast clouds
366,Taoudenni,ML,22.68,-3.98,96.33,21,46,9.86,scattered clouds
367,Parabel,RU,58.7,81.48,39.72,96,90,7.09,overcast clouds
368,Lasa,IT,46.62,10.7,51.8,100,40,5.82,light rain
369,Paamiut,GL,61.99,-49.67,44.47,94,100,5.39,light rain
370,Kifri,IQ,34.7,44.97,87.84,13,0,6.51,clear sky
371,Vad,RU,55.53,44.21,55.56,76,59,6.06,broken clouds
372,Harrismith,ZA,-28.27,29.13,50.85,60,42,0.94,scattered clouds
373,Les Cayes,HT,18.2,-73.75,81.88,75,99,4.18,overcast clouds
374,Camacha,PT,33.08,-16.33,71.6,83,20,1.12,few clouds
375,Yumen,CN,40.28,97.2,58.87,34,1,10.87,clear sky
376,Alamogordo,US,32.9,-105.96,91.4,19,1,4.7,clear sky
377,Kirando,TZ,-7.42,30.6,77.79,41,70,7.49,broken clouds
378,Santa Fe,AR,-31.63,-60.7,62.01,62,98,4.0,overcast clouds
379,Port Hedland,AU,-20.32,118.57,66.2,88,28,10.29,scattered clouds
380,Uruzgan,AF,32.83,66.0,59.52,28,0,6.46,clear sky
381,Eraclea,IT,45.58,12.68,71.6,88,40,4.7,scattered clouds
382,San Andres,CO,12.58,-81.7,87.8,70,40,8.05,scattered clouds
383,Saint-Georges,GD,12.06,-61.75,86.0,70,20,11.41,few clouds
384,Saint-Pierre,RE,-21.34,55.48,66.2,72,0,6.93,clear sky
385,Nuuk,GL,64.18,-51.72,41.0,86,100,9.17,overcast clouds
386,Wasilla,US,61.58,-149.44,62.6,41,1,8.05,clear sky
387,Bowen,AU,-20.02,148.23,71.6,73,40,12.75,scattered clouds
388,Oktyabrskiy,RU,54.48,53.47,49.3,82,40,2.28,scattered clouds
389,Gramesti,RO,47.92,26.15,63.0,67,0,4.7,light rain
390,Adrar,MR,20.5,-10.07,92.61,33,19,7.29,few clouds
391,Seminole,US,28.71,-81.21,88.0,81,56,4.0,broken clouds
392,Skjervoy,NO,70.03,20.97,50.32,91,100,14.72,overcast clouds
393,Somanda,TZ,-3.37,33.95,69.93,53,61,6.15,broken clouds
394,Nieuw Amsterdam,SR,5.88,-55.08,82.0,78,40,5.82,thunderstorm
395,Luau,AO,-10.71,22.22,69.62,25,0,3.62,clear sky
396,Kirakira,SB,-10.45,161.92,78.85,86,94,13.82,overcast clouds
397,Sorong,ID,-0.88,131.25,77.49,88,100,9.57,overcast clouds
398,Oyama,JP,36.3,139.8,81.0,88,75,6.93,light intensity shower rain
399,Vanavara,RU,60.34,102.28,43.68,86,100,0.43,overcast clouds
400,Moerai,PF,-22.43,-151.33,69.93,83,99,14.34,overcast clouds
401,Palkonda,IN,18.6,83.75,77.74,89,57,0.54,broken clouds
402,Northam,GB,51.03,-4.22,57.99,89,83,3.0,broken clouds
403,Brae,GB,60.4,-1.35,50.0,81,98,10.29,overcast clouds
404,Tanout,NE,14.97,8.89,83.3,56,65,11.21,light rain
405,Kaitangata,NZ,-46.28,169.85,53.01,62,22,4.0,few clouds
406,Nanortalik,GL,60.14,-45.24,44.4,93,100,7.87,light rain
407,Verkhniy Fiagdon,RU,42.83,44.31,64.4,93,99,4.47,light rain
408,Aykhal,RU,66.0,111.5,30.2,100,90,4.47,fog
409,Luganville,VU,-15.53,167.17,79.72,76,64,13.73,broken clouds
410,Lubao,PH,14.92,120.55,78.8,88,75,3.36,broken clouds
411,Pyapon,MM,16.28,95.68,78.85,90,97,3.89,very heavy rain
412,Tigzirt,DZ,36.89,4.12,72.37,75,0,8.81,clear sky
413,Katsuura,JP,35.13,140.3,82.4,94,75,3.36,broken clouds
414,Trelleborg,SE,55.38,13.16,54.0,81,0,8.05,clear sky
415,Itamarandiba,BR,-17.86,-42.86,64.44,60,1,4.0,clear sky
416,Jatai,BR,-17.88,-51.71,77.61,22,0,3.44,clear sky
417,Bimbo,CF,4.26,18.42,75.2,94,20,2.24,few clouds
418,Magoula,GR,38.08,23.52,77.0,36,0,5.82,clear sky
419,Mehamn,NO,71.04,27.85,50.0,87,75,236.0,moderate rain
420,Santa,PH,17.49,120.43,79.75,84,99,3.94,overcast clouds
421,Ponta Delgada,PT,37.73,-25.67,68.0,77,40,17.22,light intensity shower rain
422,Waingapu,ID,-9.66,120.26,75.54,78,14,6.02,few clouds
423,Tonj,SS,7.27,28.68,69.55,97,88,4.56,light rain
424,Inta,RU,66.03,60.17,52.59,91,32,8.68,scattered clouds
425,Tezu,IN,27.92,96.17,75.6,77,100,1.9,overcast clouds
426,Payson,US,40.04,-111.73,97.0,17,1,5.82,clear sky
427,Pokaran,IN,26.92,71.92,86.61,61,0,9.86,clear sky
428,Tiznit,MA,29.58,-9.5,83.8,35,0,1.16,clear sky
429,Latung,PH,5.5,120.88,83.43,71,21,4.56,few clouds
430,Buchanan,LR,5.88,-10.05,76.35,87,96,9.78,light rain
431,Maragogi,BR,-9.01,-35.22,73.18,79,0,8.97,clear sky
432,Verkhoyansk,RU,67.54,133.38,47.82,73,100,11.97,overcast clouds
433,Moi,NO,58.46,6.55,55.0,86,0,7.0,clear sky
434,Bosaso,SO,11.28,49.18,88.59,57,16,5.73,few clouds
435,Svetlyy,RU,54.67,20.13,53.6,93,20,4.47,few clouds
436,Haukipudas,FI,65.18,25.35,48.2,100,76,4.7,broken clouds
437,Mildura,AU,-34.2,142.15,63.0,50,0,12.75,clear sky
438,Shubarshi,KZ,48.59,57.19,59.05,35,100,4.41,overcast clouds
439,Pangody,RU,65.85,74.49,47.12,86,89,2.08,overcast clouds
440,Kingisepp,RU,59.37,28.61,50.88,93,26,4.25,scattered clouds
441,Egvekinot,RU,66.32,-179.17,42.64,64,81,1.7,broken clouds
442,Mae Hong Son,TH,19.3,97.97,73.6,89,100,1.12,overcast clouds
443,Tukrah,LY,32.53,20.58,74.17,69,0,9.24,clear sky
444,Alofi,NU,-19.06,-169.92,77.0,50,75,20.8,broken clouds
445,Tadine,NC,-21.55,167.88,74.5,67,99,14.27,overcast clouds
446,Matara,LK,5.95,80.54,77.61,81,100,9.91,overcast clouds
447,Malanje,AO,-9.54,16.34,68.63,71,61,9.26,broken clouds
448,Naron,ES,43.52,-8.15,64.0,77,8,3.36,clear sky
449,Port Lincoln,AU,-34.73,135.87,66.79,34,100,28.1,overcast clouds
450,Santa Isabel Do Rio Negro,BR,-0.41,-65.02,77.77,83,91,0.54,overcast clouds
451,Misratah,LY,32.38,15.09,79.27,77,40,16.87,scattered clouds
452,Ahipara,NZ,-35.17,173.17,57.78,79,51,15.7,broken clouds
453,Lapeer,US,43.05,-83.32,69.8,64,1,13.87,clear sky
454,Tangi,PK,34.3,71.65,73.4,69,20,4.7,haze
455,Saint-Joseph,RE,-21.37,55.62,66.2,72,18,6.93,few clouds
456,Puerto Del Rosario,ES,28.5,-13.86,73.4,88,20,11.41,few clouds
457,Yenagoa,NG,4.92,6.26,74.46,89,100,4.61,overcast clouds
458,Carballo,ES,43.21,-8.69,60.8,77,8,3.36,clear sky
459,Neijiang,CN,29.58,105.06,69.22,95,2,4.54,clear sky
460,Nabire,ID,-3.37,135.48,79.93,84,95,2.84,overcast clouds
461,Samfya,ZM,-11.36,29.56,58.12,50,0,8.41,clear sky
462,Payo,ID,-3.75,103.64,72.36,90,100,1.19,overcast clouds
463,Kemalpasa,TR,38.43,27.42,77.0,44,0,8.05,clear sky
464,Jutai,BR,-5.18,-68.9,80.33,69,72,1.77,broken clouds
465,Emba,KZ,48.83,58.14,58.37,39,100,2.77,overcast clouds
466,Kudahuvadhoo,MV,2.67,72.89,82.4,74,100,9.42,light rain
467,San Francisco,US,37.77,-122.42,108.0,22,40,12.75,haze
468,Atherton,GB,53.52,-2.49,54.0,92,73,1.68,broken clouds
469,Altamira,BR,-3.2,-52.21,80.06,62,47,1.45,scattered clouds
470,Antsohihy,MG,-14.88,47.99,63.52,73,0,6.38,clear sky
471,Kalaleh,IR,37.38,55.49,71.6,56,0,2.24,clear sky
472,Praia,CV,14.92,-23.51,80.6,78,75,11.41,broken clouds
473,Bandarbeyla,SO,9.49,50.81,75.67,79,84,28.5,broken clouds
474,San Cosme Y Damian,PY,-27.32,-56.35,62.6,88,75,12.75,broken clouds
475,Asau,RO,46.43,26.4,55.99,95,0,2.33,light rain
476,Hamada,JP,34.88,132.08,77.85,81,94,34.56,overcast clouds
477,Brainerd,US,46.36,-94.2,72.0,53,1,16.11,clear sky
478,Mpanda,TZ,-6.37,31.04,71.56,39,68,2.19,broken clouds
479,Chaman,PK,30.92,66.45,64.47,25,0,4.09,clear sky
480,Marshall,US,34.38,-86.33,84.99,47,1,2.06,clear sky
481,Sept-Iles,CA,50.2,-66.38,53.6,76,20,5.82,few clouds
482,Morehead,US,37.27,-87.18,84.2,61,1,3.36,clear sky
483,Jacareacanga,BR,-6.22,-57.75,89.87,30,83,2.8,broken clouds
484,Lima,PE,-12.04,-77.03,60.8,77,90,11.41,overcast clouds
485,Antigonish,CA,45.62,-62.0,66.99,64,40,4.72,scattered clouds
486,Hadejia,NG,12.45,10.04,77.65,81,47,3.56,scattered clouds
487,Izhma,RU,65.01,53.91,54.52,89,76,5.39,broken clouds
488,Nantucket,US,41.28,-70.1,71.6,73,1,8.05,clear sky
489,Gidole,ET,5.65,37.37,57.61,98,67,4.52,light rain
490,Verkhniye Tatyshly,RU,56.29,55.86,48.87,90,90,5.14,overcast clouds
491,Sorland,NO,67.67,12.69,51.21,81,100,4.25,overcast clouds
492,Impfondo,CG,1.64,18.07,71.04,95,100,1.72,overcast clouds
493,The Valley,AI,18.22,-63.06,86.0,70,40,8.05,shower rain
494,Chumikan,RU,54.72,135.31,53.71,93,96,6.44,overcast clouds
495,Toora-Khem,RU,52.47,96.11,39.88,83,81,0.87,broken clouds
496,Puerto Leguizamo,CO,-0.19,-74.78,79.48,77,54,1.01,broken clouds
497,Chara,RU,56.91,118.26,60.08,68,8,0.47,clear sky
498,Obera,AR,-27.49,-55.12,64.54,81,58,6.58,broken clouds
499,Sao Joao Da Barra,BR,-21.64,-41.05,73.31,84,33,18.99,scattered clouds
500,Aklavik,CA,68.22,-135.01,46.4,47,20,5.82,few clouds
501,Collie,AU,-33.37,116.15,46.0,84,20,3.0,light rain
502,Havoysund,NO,71.0,24.66,50.0,93,75,21.92,light intensity drizzle
503,Olafsvik,IS,64.89,-23.71,50.05,91,99,19.39,overcast clouds
504,Whitehorse,CA,60.72,-135.05,57.99,33,20,5.82,few clouds
505,Lata,PT,40.16,-8.33,71.01,88,0,2.24,clear sky
506,Zaragoza,ES,41.66,-0.88,64.4,55,1,25.28,clear sky
507,Chapleau,CA,47.84,-83.4,60.8,59,90,18.34,overcast clouds
508,Ritchie,ZA,-29.04,24.6,55.4,87,0,4.7,clear sky
509,Souillac,MU,-20.52,57.52,69.8,88,75,5.82,light intensity shower rain
510,Aldan,RU,58.6,125.39,49.71,85,64,2.08,broken clouds
511,Kursk,RU,51.73,36.19,63.37,42,40,4.99,scattered clouds
512,Harper,LR,4.38,-7.72,76.51,84,97,8.75,overcast clouds
513,Boende,CD,-0.22,20.87,70.5,94,45,0.78,light rain
514,Jablah,SY,35.36,35.93,73.4,78,0,5.82,clear sky
515,Belawan,ID,3.78,98.68,75.9,91,100,5.35,overcast clouds
516,Santa Marta,CO,11.24,-74.2,77.0,88,83,11.83,broken clouds
517,Biryukove,UA,47.96,39.74,69.8,32,98,11.18,overcast clouds
518,Byron Bay,AU,-28.65,153.62,64.4,77,90,8.05,overcast clouds
519,Voyvozh,RU,62.89,54.96,49.91,96,29,3.83,scattered clouds
520,Washington,US,47.5,-120.5,97.0,15,1,4.7,clear sky
521,Plouzane,FR,48.38,-4.62,55.4,93,90,2.24,fog
522,Clearlake,US,38.96,-122.63,111.0,16,0,1.99,clear sky
523,North Port,US,27.04,-82.24,82.99,93,88,4.97,overcast clouds
524,Dunedin,NZ,-45.87,170.5,53.01,60,4,13.0,clear sky
525,Saint-Francois,FR,46.42,3.91,52.0,76,43,4.7,scattered clouds
526,Nouna,BF,12.73,-3.87,73.94,90,97,6.53,overcast clouds
527,Shirokiy,RU,49.76,129.52,59.77,89,0,2.59,clear sky
528,Jardim,BR,-21.48,-56.14,82.58,27,95,2.64,overcast clouds
529,Gimli,CA,50.63,-96.99,57.99,99,91,15.99,overcast clouds
530,New Agutaya,PH,10.56,119.31,82.89,73,97,0.36,overcast clouds
531,Broken Hill,AU,-31.95,141.43,57.2,44,0,10.29,clear sky
532,Narrabri,AU,-30.32,149.78,63.0,67,0,5.82,clear sky
533,Nyrob,RU,60.73,56.72,48.97,94,75,1.63,broken clouds
534,Salym,RU,60.06,71.48,42.42,95,83,6.8,broken clouds
535,Avera,US,33.19,-82.53,86.0,35,1,5.82,clear sky
536,Beaverlodge,CA,55.22,-119.44,53.6,66,90,2.24,overcast clouds
537,Nadvoitsy,RU,63.87,34.32,51.15,90,57,5.23,broken clouds
538,Fairbanks,US,64.84,-147.72,60.01,51,1,6.93,clear sky
539,Owando,CG,-0.48,15.9,72.39,88,98,2.19,overcast clouds
540,Hof,DE,50.32,11.92,48.0,88,69,1.01,broken clouds
541,Vila,PT,42.03,-8.16,60.01,79,0,5.99,clear sky
542,Caconda,AO,-13.73,15.07,54.5,78,18,1.54,few clouds
543,Macherla,IN,16.48,79.43,77.99,87,0,5.01,clear sky
544,Lundazi,ZM,-12.29,33.18,58.64,58,76,7.52,broken clouds
545,Bilibino,RU,68.05,166.44,41.79,65,0,3.74,clear sky
546,Mana,GF,5.66,-53.78,78.8,87,95,9.62,overcast clouds
547,Boa Vista,BR,2.82,-60.67,80.6,74,75,6.93,shower rain
548,Emerald,AU,-23.53,148.17,70.0,64,3,11.41,clear sky
549,Fort Abbas,PK,29.19,72.85,90.12,47,0,4.68,clear sky
550,Itaituba,BR,-4.28,-55.98,84.63,40,34,0.49,scattered clouds
551,Macara,EC,-4.38,-79.95,80.98,38,18,8.25,few clouds
552,Castilho,BR,-20.87,-51.49,80.4,21,65,5.99,broken clouds
553,Roblin,CA,51.23,-101.36,53.42,58,89,18.57,overcast clouds
554,Villaviciosa,ES,43.48,-5.44,64.0,75,96,4.79,overcast clouds
555,Naqadeh,IR,36.96,45.39,70.57,24,0,5.77,clear sky
556,Bodden Town,KY,19.28,-81.25,87.01,89,20,4.7,light intensity shower rain
557,Vestmannaeyjar,IS,63.44,-20.27,51.8,93,90,23.04,drizzle
558,Presidencia Roque Saenz Pena,AR,-26.79,-60.44,61.09,76,100,7.99,overcast clouds
559,Tripoli,LY,32.88,13.19,82.92,59,80,11.03,broken clouds
560,Kyabram,AU,-36.32,145.05,55.99,62,0,1.99,clear sky
561,Tuxtepec,MX,18.1,-96.12,80.74,90,100,4.74,overcast clouds
562,Kokkola,FI,63.84,23.13,53.01,100,100,8.05,overcast clouds
563,Levelek,HU,47.96,21.99,66.2,82,23,10.29,light rain
564,Mossendjo,CG,-2.95,12.73,71.38,86,70,4.59,broken clouds
565,Zhuanghe,CN,39.7,122.99,73.99,81,100,1.01,overcast clouds
566,Sembe,CG,1.65,14.58,70.05,91,77,2.01,light rain
567,Banda Aceh,ID,5.56,95.32,78.21,72,100,5.37,overcast clouds
568,Ortona,IT,42.35,14.4,68.0,77,0,4.7,clear sky
569,Nyurba,RU,63.28,118.33,44.53,86,32,4.29,scattered clouds
570,Manggar,ID,-2.88,108.27,80.31,81,100,7.31,overcast clouds
571,Rawlins,US,41.79,-107.24,89.6,7,1,24.16,clear sky
572,Bathsheba,BB,13.22,-59.52,82.4,69,40,12.75,shower rain
573,Port Blair,IN,11.67,92.75,82.09,82,100,9.48,overcast clouds
574,Uni,RU,57.75,51.49,48.81,93,2,5.68,clear sky
575,Medicine Hat,CA,50.05,-110.67,59.0,62,90,5.82,overcast clouds
576,Jaisalmer,IN,26.91,70.92,84.52,68,0,14.65,clear sky
577,Saint-Gabriel,CA,46.3,-73.38,68.0,55,1,9.17,clear sky
578,Skender Vakuf,BA,44.49,17.38,62.6,93,0,2.24,clear sky
579,Channel-Port Aux Basques,CA,47.57,-59.14,57.54,83,0,9.82,clear sky
580,Ayan,RU,56.45,138.17,54.16,90,94,6.22,overcast clouds
581,Haines Junction,CA,60.75,-137.51,60.89,36,0,2.77,clear sky
582,Bucerias,MX,20.75,-105.33,86.0,74,90,6.93,overcast clouds
583,Roma,US,43.21,-75.46,73.4,40,1,3.78,clear sky
584,Aswan,EG,24.09,32.91,94.91,22,26,10.02,scattered clouds
585,Guangyuan,CN,32.44,105.82,68.0,69,0,2.77,clear sky
586,Bone,DE,51.97,12.14,54.0,84,1,3.87,clear sky
587,Halifax,CA,44.65,-63.57,69.01,65,24,1.99,few clouds
588,Minsk,BY,53.9,27.57,50.0,100,75,2.24,fog
589,Pangoa,PE,-12.12,-73.0,78.24,61,57,2.13,broken clouds
590,Plettenberg Bay,ZA,-34.05,23.37,56.84,85,7,5.91,clear sky
591,Constitucion,CL,-35.33,-72.42,52.3,81,0,9.98,clear sky
592,Chapais,CA,49.78,-74.85,55.4,66,40,4.7,scattered clouds
593,Minab,IR,27.15,57.08,80.6,74,0,0.29,clear sky
594,Moose Factory,CA,51.26,-80.61,57.2,71,90,8.05,light rain
595,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,59.0,82,75,8.95,broken clouds
596,Rochegda,RU,62.8,43.25,58.98,96,100,7.72,overcast clouds
597,Banff,CA,51.18,-115.57,54.12,65,100,5.82,overcast clouds
598,Boyolangu,ID,-8.12,111.89,74.68,89,83,6.62,broken clouds
599,Ocos,GT,14.51,-92.19,84.2,89,75,9.17,broken clouds
600,Ugoofaaru,MV,5.67,73.0,82.18,77,100,12.57,heavy intensity rain
601,Bougouni,ML,11.42,-7.48,71.91,95,83,5.37,broken clouds
602,Poya,NC,-21.35,165.15,75.99,59,100,2.98,overcast clouds
603,Preobrazheniye,RU,42.9,133.91,68.76,66,100,11.43,moderate rain
604,Menongue,AO,-14.66,17.69,60.42,31,0,6.69,clear sky
605,Jining,CN,35.41,116.58,69.57,73,0,5.23,clear sky
606,Longyearbyen,SJ,78.22,15.64,39.2,93,75,5.82,light intensity drizzle
607,Stephenville,US,32.22,-98.2,89.6,46,40,10.29,scattered clouds
608,Maxixe,MZ,-23.86,35.35,66.72,69,42,4.72,scattered clouds
609,Vaitape,PF,-16.52,-151.75,78.94,75,59,11.86,light rain
610,Shimoda,JP,34.67,138.95,75.0,96,69,10.47,broken clouds
611,Alta Gracia,AR,-31.65,-64.43,59.0,62,40,9.17,scattered clouds
612,Greenville,US,35.61,-77.37,80.6,47,40,9.17,scattered clouds
613,Smithers,CA,54.78,-127.17,57.2,82,75,3.36,broken clouds
614,Belmonte,BR,-15.86,-38.88,73.4,88,75,6.93,broken clouds
615,Ormara,PK,25.21,64.64,81.77,82,0,20.49,clear sky
616,Tucumcari,US,35.17,-103.72,98.6,17,1,14.99,clear sky
617,Shitanjing,CN,39.23,106.34,65.62,35,49,3.11,scattered clouds
618,Zhanaozen,KZ,43.3,52.8,66.78,26,3,23.49,clear sky
619,Toamasina,MG,-18.17,49.38,64.4,93,75,6.93,shower rain
620,Brive-La-Gaillarde,FR,45.25,1.5,57.99,76,24,3.13,few clouds
621,Richards Bay,ZA,-28.78,32.04,64.11,82,81,9.53,broken clouds
622,Xining,CN,36.62,101.77,50.02,73,0,2.42,clear sky
623,Ilhabela,BR,-23.78,-45.36,70.16,89,15,3.58,few clouds
624,Alencon,FR,48.43,0.08,55.4,76,8,3.24,clear sky
625,Maningrida,AU,-12.07,134.27,75.25,72,64,11.36,broken clouds
626,Prince Rupert,CA,54.32,-130.32,59.0,93,90,3.36,mist
627,Safaga,EG,26.73,33.94,91.4,31,40,11.41,scattered clouds
628,Cairns,AU,-16.92,145.77,72.0,88,75,16.11,light intensity shower rain
629,Faya,SA,18.39,42.45,69.8,21,0,6.55,clear sky
630,Puerto Carreno,CO,6.19,-67.49,84.2,66,40,2.24,scattered clouds
631,Peniche,PT,39.36,-9.38,68.0,84,0,1.01,clear sky
632,Tianpeng,CN,30.99,103.94,73.99,39,23,1.45,few clouds
633,Termiz,UZ,37.22,67.28,68.0,19,0,13.87,clear sky
634,Outjo,NA,-20.12,16.15,66.76,27,31,9.08,scattered clouds
635,Nhamunda,BR,-2.19,-56.71,88.14,42,68,1.1,broken clouds
636,Stolin,BY,51.89,26.85,57.22,97,76,3.8,broken clouds
637,Catia La Mar,VE,10.6,-67.03,87.8,70,20,4.7,few clouds
638,Mao,ES,39.89,4.27,73.4,73,20,10.29,few clouds
639,Micheweni,TZ,-4.97,39.83,74.57,81,0,9.46,clear sky
640,Christchurch,NZ,-43.53,172.63,55.99,58,0,9.17,clear sky
641,Iquique,CL,-20.22,-70.14,60.8,72,90,10.29,overcast clouds
642,Luanda,AO,-8.84,13.23,71.6,94,75,3.36,broken clouds
643,Finca Blanco,PA,8.38,-82.87,75.2,94,75,5.82,thunderstorm with light rain
644,Mahanje,TZ,-9.93,35.33,57.67,66,22,2.19,few clouds
645,Muskogee,US,35.58,-95.33,87.8,58,1,12.75,clear sky
646,Prainha,BR,-1.8,-53.48,78.24,78,36,2.48,scattered clouds
647,Malvern,US,34.36,-92.81,88.0,43,1,6.93,clear sky
648,San Carlos De Bariloche,AR,-41.15,-71.31,55.4,28,0,9.17,clear sky
649,Waddan,LY,29.16,16.14,76.55,55,0,12.66,clear sky
650,Abonnema,NG,4.71,6.79,74.66,88,87,4.99,overcast clouds
651,Xinqing,CN,48.23,129.5,61.7,86,68,0.83,broken clouds
652,Dodge City,US,37.75,-100.02,98.6,20,1,20.8,clear sky
653,San Carlos Del Zulia,VE,9.0,-71.91,81.97,78,10,6.06,clear sky
654,Sarangani,PH,5.4,125.46,83.95,68,54,3.87,moderate rain
655,Lyuban,BY,52.8,28.0,56.61,94,82,4.81,broken clouds
656,Sibu,MY,2.3,111.82,73.4,100,40,2.24,scattered clouds
657,Parola,IN,20.88,75.12,79.5,85,81,2.08,broken clouds
658,Kungsbacka,SE,57.49,12.08,57.99,87,40,5.82,shower rain
659,Verkhnyaya Inta,RU,65.98,60.31,52.77,90,39,7.38,scattered clouds
660,Zyryanka,RU,65.75,150.85,46.56,91,100,16.02,moderate rain
661,Gainesville,US,29.65,-82.32,80.01,83,40,3.36,scattered clouds
662,Bemidji,US,47.47,-94.88,68.0,52,40,31.09,scattered clouds
663,Itatiba,BR,-23.01,-46.84,82.4,23,0,2.91,clear sky
664,Kabo,CF,7.7,18.63,68.02,98,87,1.16,overcast clouds
665,Bandar-E Lengeh,IR,26.56,54.88,86.56,64,0,8.88,clear sky
666,Alappuzha,IN,9.49,76.33,77.81,85,83,4.36,broken clouds
667,Tazovskiy,RU,67.47,78.7,46.83,95,97,4.99,overcast clouds
668,Kasama,ZM,-10.21,31.18,52.38,52,5,3.8,clear sky
669,Sadon,RU,42.85,44.0,64.4,93,93,4.47,light rain
670,Nara,JP,34.69,135.8,82.0,94,75,11.41,broken clouds
671,Novyy Urgal,RU,51.07,132.56,59.38,90,23,0.56,few clouds
672,Kampli,IN,15.4,76.62,75.88,85,21,10.02,few clouds
673,Kuusamo,FI,65.97,29.18,46.4,100,83,3.36,broken clouds
674,Surt,LY,31.21,16.59,77.9,78,0,11.9,clear sky
675,Troitsko-Pechorsk,RU,62.71,56.2,51.93,91,59,2.86,broken clouds
676,Kailua,US,21.4,-157.74,86.0,66,75,16.11,broken clouds
677,Glenwood Springs,US,39.55,-107.32,89.01,11,1,10.29,clear sky
678,Margate,GB,51.38,1.39,61.0,79,9,7.78,clear sky
679,Bichura,RU,50.59,107.6,47.98,85,0,1.86,clear sky
680,Linxia,CN,35.6,103.21,54.82,64,0,3.38,clear sky
681,Creel,MX,27.75,-107.63,68.59,53,3,10.25,clear sky
682,Pingyin,CN,36.28,116.45,79.0,68,0,2.51,clear sky
683,Nola,IT,40.92,14.53,69.8,83,0,1.12,clear sky
684,Springdale,US,36.19,-94.13,87.8,58,20,17.22,few clouds
685,Davila,PH,18.47,120.58,77.0,94,20,3.36,few clouds
686,Katima Mulilo,NA,-17.5,24.27,64.4,36,0,3.36,clear sky
687,San Patricio,MX,19.22,-104.7,89.6,75,75,11.41,broken clouds
688,Ilebo,CD,-4.32,20.58,72.81,89,72,1.28,broken clouds
689,Banjarmasin,ID,-3.32,114.59,77.0,94,40,2.42,scattered clouds
690,Nova Dubnica,SK,48.93,18.15,59.0,82,100,4.0,light rain
691,Nianzishan,CN,47.52,122.88,59.43,83,7,3.38,clear sky
692,Valea Dragului,RO,44.21,26.3,73.0,77,0,2.37,clear sky
693,Shache,CN,38.42,77.24,67.44,29,100,5.84,overcast clouds
694,Wamba,NG,8.93,8.6,70.79,94,61,2.75,broken clouds
695,Dinguiraye,GN,11.3,-10.72,71.1,97,100,2.93,moderate rain
696,Cradock,ZA,-32.16,25.62,54.82,79,60,2.53,broken clouds
697,Topolobampo,MX,25.6,-109.05,78.8,69,90,23.04,overcast clouds
698,Pahrump,US,36.21,-115.98,111.99,6,3,3.0,clear sky
699,Zhezkazgan,KZ,47.8,67.71,48.87,49,58,7.18,broken clouds
700,Kysyl-Syr,RU,63.9,122.76,44.98,79,0,8.14,clear sky
701,Anupgarh,IN,29.19,73.21,89.51,51,0,4.41,clear sky
702,Jiangdu,CN,32.43,119.56,78.01,74,0,10.13,clear sky
703,Portland,US,45.52,-122.68,90.0,35,20,10.29,smoke
704,Nalut,LY,30.33,10.85,82.26,29,34,13.87,scattered clouds
705,Wanaka,NZ,-44.7,169.15,46.99,65,1,1.99,clear sky
706,Marzuq,YE,14.4,46.47,79.12,50,45,3.47,scattered clouds
707,Ambon,ID,-3.7,128.18,79.0,14,94,3.0,moderate rain
708,Zhangye,CN,38.93,100.45,65.41,38,21,5.06,few clouds
709,Luebo,CD,-5.35,21.42,73.18,81,81,1.97,broken clouds
710,Veselynove,UA,47.36,31.23,69.55,49,0,5.41,clear sky
711,Bonoua,CI,5.27,-3.6,77.0,94,20,6.93,few clouds
712,Baykit,RU,61.67,96.37,40.91,82,31,1.52,scattered clouds
713,Rzhev,RU,56.26,34.33,61.0,97,100,5.64,light rain
714,Malartic,CA,48.13,-78.13,62.6,48,75,12.75,broken clouds
715,Viedma,AR,-40.81,-63.0,55.99,54,0,1.01,clear sky
716,Atar,MR,20.52,-13.05,92.7,34,100,1.92,light rain
717,Tokat,TR,40.42,36.58,52.61,100,19,2.59,few clouds
718,Ayr,GB,55.46,-4.63,55.4,87,20,5.82,few clouds
